Frame-No,RightHandIndex3-Joint-Posi-x,RightHandIndex3-Joint-Posi-y,RightHandIndex3-Joint-Posi-z,arm_length,forearm_length,hand_length,height
0.0,-0.17528,0.922173,0.250871,28.0,24.0,18.0,168.0
89.0,-0.169479,0.954177,0.301853,28.0,24.0,18.0,168.0
96.0,-0.152686,0.984284,0.361333,28.0,24.0,18.0,168.0
101.0,-0.137858,1.02609,0.416148,28.0,24.0,18.0,168.0
107.0,-0.108777,1.10001,0.484914,28.0,24.0,18.0,168.0
111.0,-0.0885021,1.15714,0.52451,28.0,24.0,18.0,168.0
115.0,-0.0661658,1.21709,0.555704,28.0,24.0,18.0,168.0
119.0,-0.0454217,1.27253,0.578736,28.0,24.0,18.0,168.0
123.0,-0.0235318,1.32354,0.594182,28.0,24.0,18.0,168.0
129.0,0.00210008,1.38136,0.611462,28.0,24.0,18.0,168.0
137.0,0.0300423,1.4333,0.623071,28.0,24.0,18.0,168.0
