Frame-No,RightHandIndex3-Joint-Posi-x,RightHandIndex3-Joint-Posi-y,RightHandIndex3-Joint-Posi-z,arm_length,forearm_length,hand_length,height
0.0,-0.267207,-0.33819,0.413258,28.0,24.0,18.0,168.0
60.0,-0.286126,-0.2846050000000001,0.41531,28.0,24.0,18.0,168.0
66.0,-0.300508,-0.23394,0.409251,28.0,24.0,18.0,168.0
71.0,-0.3135409999999999,-0.17758,0.399186,28.0,24.0,18.0,168.0
77.0,-0.328827,-0.1233600000000001,0.385368,28.0,24.0,18.0,168.0
84.0,-0.3443679999999999,-0.06461,0.370155,28.0,24.0,18.0,168.0
90.0,-0.3592199999999999,-0.0133749999999999,0.3592835,28.0,24.0,18.0,168.0
98.0,-0.376326,0.0421599999999999,0.35036,28.0,24.0,18.0,168.0
106.0,-0.3977969999999999,0.0982099999999999,0.344826,28.0,24.0,18.0,168.0
117.0,-0.4213329999999999,0.1513199999999999,0.346467,28.0,24.0,18.0,168.0
