Frame-No,RightHandIndex3-Joint-Posi-x,RightHandIndex3-Joint-Posi-y,RightHandIndex3-Joint-Posi-z,arm_length,forearm_length,hand_length,height
0.0,-0.208222,-0.3928400000000001,0.429662,28.0,24.0,18.0,168.0
101.0,-0.186012,-0.3375400000000002,0.425754,28.0,24.0,18.0,168.0
106.0,-0.154909,-0.2817700000000001,0.417284,28.0,24.0,18.0,168.0
110.0,-0.123896,-0.2250100000000001,0.409026,28.0,24.0,18.0,168.0
114.0,-0.093451,-0.1593,0.399836,28.0,24.0,18.0,168.0
118.0,-0.074072,-0.1022800000000001,0.395725,28.0,24.0,18.0,168.0
122.0,-0.0542844,-0.0431400000000001,0.390875,28.0,24.0,18.0,168.0
126.0,-0.0374397,0.0140399999999998,0.388961,28.0,24.0,18.0,168.0
130.0,-0.0138243999999999,0.0661899999999999,0.388214,28.0,24.0,18.0,168.0
135.0,0.0057682,0.1275599999999999,0.387091,28.0,24.0,18.0,168.0
140.0,0.03298112,0.1792199999999999,0.38159,28.0,24.0,18.0,168.0
146.0,0.0600383,0.2332699999999998,0.384647,28.0,24.0,18.0,168.0
