Frame-No,RightHandIndex3-Joint-Posi-x,RightHandIndex3-Joint-Posi-y,RightHandIndex3-Joint-Posi-z,arm_length,forearm_length,hand_length,height
0.0,-0.202273,0.885896,0.224689,28.0,24.0,18.0,168.0
115.0,-0.211443,0.923926,0.275387,28.0,24.0,18.0,168.0
120.0,-0.218978,0.964092,0.326807,28.0,24.0,18.0,168.0
125.0,-0.230142,1.01778,0.386745,28.0,24.0,18.0,168.0
129.0,-0.239446,1.07079,0.438103,28.0,24.0,18.0,168.0
133.0,-0.245691,1.13725,0.485769,28.0,24.0,18.0,168.0
136.0,-0.251105,1.19311,0.516856,28.0,24.0,18.0,168.0
139.0,-0.252279,1.24853,0.54234,28.0,24.0,18.0,168.0
142.0,-0.251926,1.30469,0.562699,28.0,24.0,18.0,168.0
145.0,-0.252447,1.358,0.580011,28.0,24.0,18.0,168.0
149.0,-0.253215,1.41393,0.598919,28.0,24.0,18.0,168.0
