Frame-No,RightHandIndex3-Joint-Posi-x,RightHandIndex3-Joint-Posi-y,RightHandIndex3-Joint-Posi-z
0,-0.2367979999999999,-0.35786,0.402742
1,-0.2369489999999999,-0.357785,0.402738
2,-0.2371,-0.35771,0.402734
3,-0.237484,-0.3573900000000001,0.402833
4,-0.237929,-0.3570900000000001,0.403092
5,-0.238698,-0.3562800000000001,0.403392
6,-0.239699,-0.3554900000000001,0.403784
7,-0.240915,-0.3543700000000001,0.403986
8,-0.24211,-0.3528600000000002,0.404051
9,-0.242477,-0.35114,0.403839
10,-0.2426279999999999,-0.3490300000000002,0.403746
11,-0.243063,-0.34633,0.403544
12,-0.244138,-0.3443800000000001,0.403851
13,-0.244245,-0.3372700000000002,0.402753
14,-0.244641,-0.33115,0.402163
15,-0.244968,-0.3234400000000001,0.401689
16,-0.245328,-0.3135400000000001,0.400615
17,-0.245883,-0.3033000000000001,0.39878
18,-0.246614,-0.29088,0.397615
19,-0.247112,-0.2781600000000002,0.396501
20,-0.2470119999999999,-0.2639500000000001,0.39495
21,-0.245946,-0.2492000000000001,0.393214
22,-0.24455,-0.23547,0.391038
23,-0.242488,-0.2198600000000001,0.389183
24,-0.240997,-0.20421,0.38757
25,-0.2395779999999999,-0.18733,0.385252
26,-0.238343,-0.1700300000000001,0.382877
27,-0.237199,-0.15453,0.380448
28,-0.238115,-0.13931,0.378908
29,-0.240297,-0.1246800000000001,0.377324
30,-0.2427649999999999,-0.10992,0.37596
31,-0.24499,-0.0967500000000001,0.374439
32,-0.248301,-0.0815100000000002,0.373231
33,-0.2525179999999999,-0.0662599999999999,0.372493
34,-0.2570289999999999,-0.0503500000000001,0.371081
35,-0.2619749999999999,-0.0343200000000001,0.369654
36,-0.26632,-0.0202200000000001,0.367946
37,-0.27196,-0.0044300000000001,0.367401
38,-0.277904,0.0118199999999999,0.366607
39,-0.284213,0.0281399999999998,0.366135
40,-0.289437,0.0421799999999998,0.365566
41,-0.2955419999999999,0.0581199999999999,0.365751
42,-0.2985949999999999,0.0659899999999998,0.3660135
43,-0.3016479999999999,0.0738599999999998,0.366276
44,-0.307218,0.0893299999999999,0.36653
45,-0.312899,0.1039099999999999,0.36696
46,-0.3175199999999999,0.1179599999999998,0.365687
47,-0.3234479999999999,0.1334199999999998,0.365087
48,-0.3296159999999999,0.1451,0.367225
49,-0.3358879999999999,0.1562599999999998,0.371303
50,-0.3371674999999999,0.1670049999999998,0.366221
51,-0.338447,0.1777499999999998,0.361139
52,-0.3430959999999999,0.1924699999999999,0.360482
53,-0.3475649999999999,0.2068799999999999,0.360145
54,-0.351983,0.2207599999999998,0.360568
55,-0.355944,0.23241,0.361693
56,-0.3606549999999999,0.2458799999999998,0.363537
57,-0.3654119999999999,0.2595799999999999,0.365185
58,-0.3702249999999999,0.2732299999999998,0.366722
59,-0.3748669999999999,0.2866799999999998,0.367772
60,-0.37711,0.2965199999999999,0.370036
61,-0.3833009999999999,0.3108799999999998,0.368713
62,-0.3877799999999999,0.3231999999999999,0.369211
63,-0.3922489999999999,0.3351999999999999,0.36982
64,-0.3962369999999999,0.3452799999999998,0.370184
65,-0.4002139999999999,0.3562799999999999,0.369865
66,-0.40425,0.36629,0.369072
67,-0.4079629999999999,0.3756299999999999,0.368327
68,-0.4110459999999999,0.3840999999999999,0.367874
69,-0.4147849999999999,0.3910399999999998,0.367115
70,-0.414153,0.3981099999999999,0.368034
71,-0.4211689999999999,0.4060399999999999,0.366058
72,-0.423965,0.4133099999999998,0.365598
73,-0.426282,0.4195099999999998,0.365027
74,-0.428218,0.42645,0.364335
75,-0.432811,0.42645,0.363325
76,-0.4324139999999999,0.4327399999999999,0.363221
77,-0.432017,0.4390299999999998,0.363117
78,-0.4340029999999999,0.4438299999999999,0.362549
79,-0.435826,0.44902,0.361816
80,-0.4378249999999999,0.4539799999999998,0.361117
81,-0.4395969999999999,0.4587999999999999,0.360321
82,-0.440754,0.46336,0.359404
83,-0.442206,0.4669399999999999,0.358269
84,-0.4427629999999999,0.47133,0.356705
85,-0.4432779999999999,0.4755199999999999,0.354971
86,-0.443843,0.47926,0.353396
