Frame-No,RightHandIndex3-Joint-Posi-x,RightHandIndex3-Joint-Posi-y,RightHandIndex3-Joint-Posi-z
0,-0.208209,-0.39279,0.429708
1,-0.208203,-0.3928100000000001,0.42975
2,-0.208199,-0.3928200000000001,0.429839
3,-0.208225,-0.3928400000000001,0.429963
4,-0.208236,-0.39286,0.430139
5,-0.208227,-0.3929100000000001,0.430192
6,-0.208115,-0.3929100000000001,0.430306
7,-0.208088,-0.3929,0.430314
8,-0.208041,-0.39283,0.430355
9,-0.207991,-0.3927800000000001,0.430436
10,-0.207936,-0.39273,0.430596
11,-0.207885,-0.3926400000000001,0.430631
12,-0.207858,-0.3926,0.430628
13,-0.207861,-0.39256,0.43063
14,-0.207764,-0.3925100000000001,0.430636
15,-0.207723,-0.39249,0.430693
16,-0.207675,-0.39246,0.430799
17,-0.207663,-0.3924500000000002,0.430849
18,-0.207671,-0.39243,0.430887
19,-0.207665,-0.3924100000000001,0.430921
20,-0.207638,-0.39235,0.430949
21,-0.207626,-0.39235,0.43095
22,-0.207597,-0.3922400000000001,0.430971
23,-0.207611,-0.3922000000000001,0.43099
24,-0.207645,-0.3921400000000001,0.43101
25,-0.207607,-0.3920700000000001,0.431098
26,-0.2076,-0.3920700000000001,0.43111
27,-0.207605,-0.3920600000000001,0.431114
28,-0.207639,-0.3920600000000001,0.43107
29,-0.207661,-0.3920600000000001,0.431047
30,-0.207703,-0.39205,0.431012
31,-0.207706,-0.3920600000000001,0.431019
32,-0.207678,-0.3920700000000001,0.431036
33,-0.207664,-0.39208,0.43102
34,-0.20766,-0.3920700000000001,0.431016
35,-0.207653,-0.39208,0.430988
36,-0.20771,-0.3920100000000002,0.430928
37,-0.207745,-0.3919600000000001,0.430912
38,-0.207816,-0.3919300000000001,0.430897
39,-0.207833,-0.39192,0.430875
40,-0.207859,-0.3919600000000001,0.430911
41,-0.207891,-0.39198,0.430927
42,-0.207935,-0.3919700000000001,0.430934
43,-0.20794,-0.3918600000000001,0.430924
44,-0.207913,-0.39178,0.430885
45,-0.207915,-0.3917300000000001,0.430843
46,-0.207927,-0.39171,0.430759
47,-0.207932,-0.3916700000000002,0.430634
48,-0.207884,-0.3916000000000001,0.43064
49,-0.207939,-0.3916300000000001,0.43065
50,-0.208006,-0.3916200000000001,0.430668
51,-0.208092,-0.39161,0.430682
52,-0.208098,-0.39161,0.430705
53,-0.208055,-0.3916600000000001,0.430696
54,-0.208109,-0.3917300000000001,0.430739
55,-0.208114,-0.39172,0.430777
56,-0.207555,-0.3921400000000001,0.430962
57,-0.207199,-0.3875900000000001,0.432663
58,-0.20668,-0.3854200000000001,0.432634
59,-0.205496,-0.3823500000000002,0.43234
60,-0.204111,-0.3785700000000001,0.432002
61,-0.202334,-0.3739100000000002,0.431499
62,-0.20051,-0.3683100000000001,0.430775
63,-0.194542,-0.35491,0.428587
64,-0.19084,-0.34674,0.427004
65,-0.186012,-0.3375400000000002,0.425754
66,-0.180867,-0.3284900000000001,0.424348
67,-0.174987,-0.31775,0.422676
68,-0.162286,-0.29474,0.419173
69,-0.154909,-0.2817700000000001,0.417284
70,-0.139524,-0.2544000000000002,0.413673
71,-0.116002,-0.20934,0.407398
72,-0.107792,-0.19246,0.405019
73,-0.093451,-0.1593,0.399836
74,-0.088431,-0.14484,0.398751
75,-0.0687946,-0.0880100000000001,0.393549
76,-0.0638758,-0.07359,0.393285
77,-0.059014,-0.0584299999999999,0.392126
78,-0.0542844,-0.0431400000000001,0.390875
79,-0.0504171,-0.0295800000000001,0.389071
80,-0.0374397,0.0140399999999998,0.388961
81,-0.0321486,0.0271799999999999,0.387476
82,-0.0138243999999999,0.0661899999999999,0.388214
83,-0.0019744999999999,0.1034199999999998,0.385363
84,0.0057682,0.1275599999999999,0.387091
85,0.0097772,0.1374999999999999,0.389441
86,0.0146626,0.14988,0.382318
87,0.02099264,0.16069,0.381958
88,0.03868066,0.1888499999999999,0.381677
89,0.0440694,0.19828,0.382717
90,0.05241,0.21702,0.38245
91,0.069724,0.2495499999999999,0.38816
92,0.0852661,0.2675099999999999,0.391726
