Frame-No,RightHandIndex3-Joint-Posi-x,RightHandIndex3-Joint-Posi-y,RightHandIndex3-Joint-Posi-z
0,-0.267207,-0.33819,0.413258
1,-0.2671759999999999,-0.3382200000000002,0.413268
2,-0.2671179999999999,-0.3383200000000002,0.413284
3,-0.267047,-0.3384,0.413284
4,-0.2669959999999999,-0.3385,0.41327
5,-0.2669829999999999,-0.33854,0.413242
6,-0.2670169999999999,-0.33853,0.413217
7,-0.26707,-0.3385100000000001,0.413197
8,-0.267146,-0.33847,0.413176
9,-0.2672139999999999,-0.3384100000000001,0.413172
10,-0.2672529999999999,-0.3384,0.413165
11,-0.2672279999999999,-0.33843,0.413176
12,-0.267123,-0.3385,0.4132
13,-0.266964,-0.3386100000000001,0.413203
14,-0.2668759999999999,-0.3386600000000002,0.413246
15,-0.2668399999999999,-0.33867,0.41325
16,-0.2668609999999999,-0.33863,0.413248
17,-0.266951,-0.33854,0.413223
18,-0.267086,-0.3384200000000001,0.413219
19,-0.2672239999999999,-0.33833,0.413184
20,-0.267318,-0.33827,0.413183
21,-0.2673379999999999,-0.3382500000000001,0.413198
22,-0.267319,-0.3383,0.413236
23,-0.2672049999999999,-0.33836,0.413271
24,-0.267047,-0.3384200000000001,0.413299
25,-0.2669649999999999,-0.33846,0.413309
26,-0.26691,-0.33846,0.413285
27,-0.2669249999999999,-0.33843,0.413254
28,-0.267001,-0.3383900000000002,0.413209
29,-0.267069,-0.33833,0.413196
30,-0.2670889999999999,-0.3383100000000001,0.413212
31,-0.267105,-0.3383200000000002,0.413311
32,-0.267078,-0.33836,0.413437
33,-0.267055,-0.33843,0.413611
34,-0.2670209999999999,-0.33846,0.413778
35,-0.2671389999999999,-0.3384100000000001,0.413982
36,-0.2673399999999999,-0.33829,0.414193
37,-0.267518,-0.3380700000000001,0.414372
38,-0.2677,-0.3378400000000001,0.414589
39,-0.267918,-0.33752,0.41482
40,-0.2681269999999999,-0.3372000000000001,0.415018
41,-0.268186,-0.33687,0.415236
42,-0.2682739999999999,-0.33647,0.415436
43,-0.2685729999999999,-0.3359100000000001,0.415655
44,-0.2693839999999999,-0.3349500000000001,0.41596
45,-0.2706019999999999,-0.3336000000000001,0.416291
46,-0.2720309999999999,-0.3317100000000001,0.416633
47,-0.273005,-0.3294000000000001,0.416734
48,-0.2740189999999999,-0.3266900000000001,0.416798
49,-0.274983,-0.32382,0.41675
50,-0.2758239999999999,-0.3205600000000002,0.416712
51,-0.276499,-0.3171700000000002,0.416661
52,-0.2776559999999999,-0.31274,0.416659
53,-0.279124,-0.30786,0.416705
54,-0.2809029999999999,-0.30196,0.416451
55,-0.282973,-0.29525,0.415931
56,-0.285159,-0.2885200000000001,0.415098
57,-0.287093,-0.2806900000000001,0.415522
58,-0.2905999999999999,-0.27193,0.413261
59,-0.2928179999999999,-0.2626900000000001,0.413123
60,-0.294774,-0.2540900000000001,0.412633
61,-0.298927,-0.24391,0.409686
62,-0.300508,-0.23394,0.409251
63,-0.3038559999999999,-0.22296,0.407225
64,-0.3060779999999999,-0.21292,0.405488
65,-0.308575,-0.2012900000000002,0.40352
66,-0.3109969999999999,-0.18978,0.40162
67,-0.3135409999999999,-0.17758,0.399186
68,-0.315992,-0.1651500000000001,0.396576
69,-0.3184079999999999,-0.15443,0.393737
70,-0.3220929999999999,-0.1440000000000001,0.390704
71,-0.3255189999999999,-0.13388,0.388199
72,-0.328827,-0.1233600000000001,0.385368
73,-0.3319399999999999,-0.11389,0.382888
74,-0.334576,-0.10368,0.380159
75,-0.337362,-0.09376,0.37808
76,-0.339954,-0.08359,0.375503
77,-0.342321,-0.0735000000000001,0.372841
78,-0.3443679999999999,-0.06461,0.370155
79,-0.3470979999999999,-0.05501,0.368183
80,-0.349962,-0.0452400000000001,0.366074
81,-0.352913,-0.0356199999999999,0.364125
82,-0.3558219999999999,-0.0269000000000001,0.362452
83,-0.3579639999999999,-0.01804,0.360357
84,-0.3604759999999999,-0.0087099999999999,0.35821
85,-0.363023,0.0004499999999998,0.356188
86,-0.3656609999999999,0.0093999999999998,0.35441
87,-0.367878,0.0170999999999998,0.352804
88,-0.370708,0.0255199999999999,0.351944
89,-0.373486,0.0339099999999998,0.351047
90,-0.376326,0.0421599999999999,0.35036
91,-0.3785659999999999,0.0491299999999998,0.349655
92,-0.381121,0.0568899999999998,0.349023
93,-0.3837009999999999,0.0643199999999999,0.348472
94,-0.3863939999999999,0.0716799999999999,0.347483
95,-0.3888379999999999,0.0779299999999998,0.346276
96,-0.3918979999999999,0.0849799999999998,0.345407
97,-0.395001,0.09175,0.345017
98,-0.3977969999999999,0.0982099999999999,0.344826
99,-0.4003719999999999,0.10436,0.345054
100,-0.4023199999999999,0.1094399999999999,0.345533
101,-0.4046929999999999,0.1149899999999999,0.346373
102,-0.4066099999999999,0.1187499999999999,0.348578
103,-0.408549,0.1223699999999998,0.350411
104,-0.4106579999999999,0.1293899999999999,0.348001
105,-0.412796,0.13412,0.34775
106,-0.414925,0.1386799999999999,0.347393
107,-0.4171879999999999,0.1431599999999999,0.346838
108,-0.4194199999999999,0.1473999999999999,0.346658
109,-0.4213329999999999,0.1513199999999999,0.346467
110,-0.4234869999999999,0.1556499999999998,0.34697
111,-0.4253599999999999,0.1598699999999999,0.34781
112,-0.4269179999999999,0.1637199999999998,0.348865
113,-0.4279309999999999,0.1666599999999998,0.34982
114,-0.429108,0.1697899999999998,0.350622
115,-0.4303329999999999,0.1727099999999999,0.351067
116,-0.4317879999999999,0.1755499999999998,0.351073
117,-0.432137,0.1761499999999998,0.350335
118,-0.4325839999999999,0.17676,0.349608
119,-0.433007,0.1773,0.348996
120,-0.43338,0.1777499999999998,0.348513
121,-0.433637,0.1780999999999999,0.348205
122,-0.4338349999999999,0.1784699999999999,0.347904
123,-0.44003,0.1914799999999998,0.352473
124,-0.440748,0.1928499999999999,0.353028
125,-0.4416139999999999,0.1939599999999999,0.353576
126,-0.4424039999999999,0.1946399999999999,0.354281
127,-0.4433769999999999,0.1953399999999998,0.355215
128,-0.4443499999999999,0.1959099999999998,0.356332
129,-0.445482,0.1963599999999998,0.357948
130,-0.446631,0.1966299999999998,0.359908
131,-0.447519,0.1967699999999999,0.361526
132,-0.4480929999999999,0.1970299999999998,0.362618
133,-0.4482899999999999,0.1972899999999999,0.3632
134,-0.4482879999999999,0.1974599999999999,0.363331
