Frame-No,RightHandIndex3-Joint-Posi-x,RightHandIndex3-Joint-Posi-y,RightHandIndex3-Joint-Posi-z
235,-0.574381,1.39238,0.559378
236,-0.57348,1.39194,0.560209
237,-0.572119,1.39185,0.561373
238,-0.570885,1.39096,0.562208
239,-0.561686,1.39771,0.567685
240,-0.560171,1.3968,0.568419
241,-0.555648,1.39967,0.570658
242,-0.554087,1.39894,0.570841
243,-0.55227,1.39848,0.571066
244,-0.550125,1.39804,0.571313
245,-0.547119,1.39803,0.571907
246,-0.543005,1.39941,0.573175
247,-0.539158,1.39976,0.573871
248,-0.534773,1.40025,0.574571
249,-0.531076,1.39974,0.574541
250,-0.528026,1.39897,0.574181
251,-0.525887,1.39677,0.572902
252,-0.523193,1.39508,0.571791
253,-0.519998,1.39368,0.570922
254,-0.517357,1.39137,0.570047
255,-0.514771,1.38965,0.569439
256,-0.51141,1.38751,0.568719
257,-0.504789,1.38831,0.568454
258,-0.500745,1.38561,0.567147
259,-0.496987,1.38348,0.565897
260,-0.493601,1.38042,0.564004
261,-0.490192,1.3776,0.562082
262,-0.486484,1.3751,0.560354
263,-0.482636,1.37252,0.558778
264,-0.479376,1.36991,0.557378
265,-0.475553,1.36605,0.555538
266,-0.471672,1.36148,0.553429
267,-0.467628,1.35676,0.551108
268,-0.463851,1.35293,0.548997
269,-0.4594,1.34878,0.546437
270,-0.454424,1.3449,0.543972
271,-0.449305,1.341,0.541774
272,-0.444884,1.33731,0.540035
273,-0.443256,1.33685,0.540625
274,-0.441584,1.33568,0.541279
275,-0.439984,1.33423,0.541894
276,-0.427684,1.31618,0.530718
277,-0.423826,1.31147,0.528324
278,-0.419072,1.30593,0.525342
279,-0.414344,1.30025,0.522208
280,-0.409745,1.29437,0.519
281,-0.406012,1.28896,0.516132
282,-0.402409,1.28178,0.512703
283,-0.39896,1.27408,0.509358
284,-0.395287,1.26619,0.506009
285,-0.391575,1.2585,0.503123
286,-0.387227,1.25078,0.499558
287,-0.382755,1.24194,0.495837
288,-0.378587,1.23268,0.491842
289,-0.374758,1.22304,0.487442
290,-0.371907,1.21428,0.483265
291,-0.368433,1.20536,0.478454
292,-0.364825,1.19614,0.473565
293,-0.36075,1.18698,0.468897
294,-0.356965,1.17873,0.464895
295,-0.355721,1.17209,0.464086
296,-0.354902,1.16805,0.463962
297,-0.354056,1.16405,0.46378
298,-0.351357,1.15102,0.460589
299,-0.350133,1.14512,0.45939
300,-0.329979,1.12929,0.437547
301,-0.32554,1.12207,0.432681
302,-0.321397,1.11507,0.4279
303,-0.317919,1.10832,0.423702
304,-0.314194,1.10232,0.41926
305,-0.310292,1.09556,0.414755
306,-0.30632,1.08882,0.410331
307,-0.302827,1.08279,0.406485
308,-0.298876,1.07617,0.402198
309,-0.295019,1.06931,0.397692
310,-0.291324,1.06254,0.392971
311,-0.287693,1.05598,0.388047
312,-0.284344,1.04988,0.383454
313,-0.280754,1.04484,0.378902
314,-0.277073,1.03931,0.374228
315,-0.273504,1.03387,0.369655
316,-0.270521,1.02839,0.365386
317,-0.267465,1.02364,0.361183
