speed,Latency,1,Ego_position,point.objects.object0.heading,point.objects.object0.position[0],point.objects.object0.position[1],point.objects.object0.speed,point.objects.object0.velocity[0],point.objects.object0.velocity[1],point.objects.object1.delay,point.objects.object1.heading,point.objects.object1.position[0],point.objects.object1.position[1],point.objects.object1.velocity[0],point.objects.object1.velocity[1],point.objects.object2.heading,point.objects.object2.position[0],point.objects.object2.position[1],point.objects.object2.speed,point.objects.object2.velocity[0],point.objects.object2.velocity[1],point.objects.object3.heading,point.objects.object3.position[0],point.objects.object3.position[1],point.objects.object3.speed,point.objects.object3.velocity[0],point.objects.object3.velocity[1],point.objects.object4.heading,point.objects.object4.position[0],point.objects.object4.position[1],point.objects.object4.speed,point.objects.object4.velocity[0],point.objects.object4.velocity[1],point.objects.object5.position[0],point.objects.object5.position[1],point.objects.object5.time_delay_gap,rho,label
36.97827323,151.5489132,1,35.23360699,-3.136433681,-9.496809595,35.23360699,36.97827323,0.190769051,-36.97778115,2.016777146,-0.188366633,-19.55294124,10.87293318,0,0,-3.136433598,-12.74132202,29.05602097,66.09350842,0.340978545,-66.09262885,-3.136433598,-12.39297292,35.11096709,52.98534503,0.273353107,-52.98463991,-3.136433598,-12.44316167,44.8391633,74.47248149,0.384205938,-74.47149041,-15.92407793,6.04547245,151.5489132,1.51490613,1
30.12898532,146.321832,0,41.31666813,-3.136433681,-9.528192219,41.31666813,30.12898532,0.155433919,-30.12858438,1.577144433,0.010365974,-19.67916419,8.415623057,0,0,-3.136433598,-12.86718871,32.13956712,58.31038287,0.300825149,-58.30960688,-3.136433598,-12.3121098,40.75027931,43.83890223,0.226166313,-43.83831882,-3.136433598,-12.36559716,51.11785196,29.76326299,0.153549635,-29.76286691,-15.61503298,5.981828828,146.321832,0.460832306,1
44.20933082,107.6883509,1,47.32558911,-3.136433681,-9.559192352,47.32558911,44.20933082,0.228073713,-44.2087425,2.614962155,-0.188366633,-19.51580482,11.06774553,0,0,-3.136433598,-12.59818585,31.2641888,30.57969658,0.157761643,-30.57928963,-3.136433598,-12.56560443,38.62034618,53.39241616,0.2754532,-53.39170562,-3.136433598,-12.60369413,46.0033574,21.94605146,0.113220388,-21.9457594,-10.91099173,8.007405042,107.6883509,1.213759119,1
40.5923649,189.8101371,1,31.22612199,-3.136433681,-9.476134906,31.22612199,40.5923649,0.209413968,-40.59182472,0.892142608,-0.055884577,-19.59762718,10.37459166,0,0,-3.136433598,-12.98244741,30.70577151,43.24168512,0.22308525,-43.24110967,-3.136433598,-12.17850991,38.62864547,63.81969677,0.329247877,-63.81884747,-3.136433598,-12.2099969,44.73183874,38.53868114,0.198822301,-38.53816828,-10.81654098,7.123146313,189.8101371,2.951162341,1
23.33839658,136.0090418,1,30.24652444,-3.136433681,-9.471081145,30.24652444,23.33839658,0.120401614,-23.338086,2.87022971,0.010365974,-19.66117085,6.679877407,0,0,-3.136433598,-13.02678253,29.20968276,37.76986645,0.194855961,-37.76936382,-3.136433598,-12.10411824,34.29867364,29.00755802,0.149650929,-29.00717199,-3.136433598,-12.14358153,41.94793014,45.79934729,0.236280312,-45.79873779,-9.704013247,10.45554735,136.0090418,4.813267409,1
43.79012327,194.453771,0,39.96082838,-3.136433681,-9.521197417,39.96082838,43.79012327,0.225911043,-43.78954053,2.799555395,-0.188366633,-19.55811382,10.84579853,0,0,-3.136433598,-12.37072159,33.17661165,21.49326227,0.110884434,-21.49297624,-3.136433598,-12.82357544,42.62172549,49.62368246,0.256010181,-49.62302208,-3.136433598,-12.86771344,51.17709279,67.64850522,0.349000824,-67.64760496,-8.489048582,6.01409163,194.453771,0.913245456,1
43.8597289,167.4738002,1,29.13747685,-3.136433681,-9.465359548,29.13747685,43.8597289,0.226270135,-43.85914524,1.997539016,0.010365974,-19.64653096,5.267626011,0,0,-3.136433598,-12.20554916,29.25684873,53.47112786,0.275859276,-53.47041627,-3.136433598,-12.94115146,37.31614415,59.09688943,0.304882762,-59.09610298,-3.136433598,-12.96493723,41.92659398,21.22406438,0.109495634,-21.22378194,-15.95770967,8.087067034,167.4738002,5.538098852,1
28.85050572,142.5096084,0,48.08367707,-3.136433681,-9.563103342,48.08367707,28.85050572,0.148838307,-28.8501218,1.427299623,0.010365974,-19.66941403,7.47506409,0,0,-3.136433598,-12.16527603,33.64097927,35.19858791,0.181590652,-35.19811949,-3.136433598,-13.01867543,40.15258924,30.38885292,0.156777074,-30.38844851,-3.136433598,-13.05996926,48.15666485,30.7858575,0.158825233,-30.7854478,-13.72219631,5.000480647,142.5096084,0.947869938,1
25.88884434,191.1866331,1,32.89556086,-3.136433681,-9.484747572,32.89556086,25.88884434,0.133559245,-25.88849983,0.671268865,0.010365974,-19.67394825,7.912462965,0,0,-3.136433598,-12.98330716,30.13155451,66.62057102,0.343697678,-66.61968444,-3.136433598,-12.17368971,38.43519043,35.41582421,0.182711381,-35.4153529,-3.136433598,-12.19960807,43.45900353,74.37712233,0.383713977,-74.37613252,-20.53619658,5.044248163,191.1866331,3.635282824,1
42.59947141,133.2080164,0,39.13883286,-3.136433681,-9.516956727,39.13883286,42.59947141,0.21976853,-42.59890452,1.133122798,-0.188366633,-19.35024747,11.93623586,0,0,-3.136433598,-12.72493003,29.87872794,51.34858642,0.264909016,-51.34790308,-3.136433598,-12.42456969,37.23548889,58.44176848,0.301502971,-58.44099074,-3.136433598,-12.47165232,46.36162096,20.50424721,0.105782074,-20.50397434,-10.87966626,7.434527191,133.2080164,0.930319824,1
28.9568222,140.7568893,1,34.56992302,-3.136433681,-9.493385637,34.56992302,28.9568222,0.149386789,-28.95643686,1.7049995,0.010365974,-19.66989727,7.521681166,0,0,-3.136433598,-12.73847755,29.64779475,21.31780009,0.109979219,-21.3175164,-3.136433598,-12.39771095,34.8862425,49.45453654,0.255137552,-49.45387841,-3.136433598,-12.42535275,40.24411365,40.10361483,0.206895844,-40.10308114,-9.097001393,8.281638269,140.7568893,3.349249586,1
45.61055463,182.0676831,1,30.64962363,-3.136433681,-9.473160741,30.64962363,45.61055463,0.235302556,-45.60994767,2.536666104,-0.055884577,-19.62492933,9.886555011,0,0,-3.136433598,-12.5129563,29.73195353,20.60957585,0.106325468,-20.60930158,-3.136433598,-12.63525432,37.13294023,49.71997783,0.256506972,-49.71931616,-3.136433598,-12.67936438,45.68289201,61.57227784,0.31765337,-61.57145844,-13.45721433,11.07686871,182.0676831,3.348457665,1
31.54337511,174.4301487,1,33.97425343,-3.136433681,-9.490312567,33.97425343,31.54337511,0.162730685,-31.54295535,2.997471836,0.010365974,-19.66893897,7.429237452,0,0,-3.136433598,-12.87089641,30.31306296,50.98686097,0.263042863,-50.98618244,-3.136433598,-12.27583314,36.2638376,57.67452814,0.297544754,-57.67376061,-3.136433598,-12.31640622,44.12820685,67.98467081,0.350735113,-67.98376608,-14.45714688,11.27474364,174.4301487,3.569594713,1
22.91009043,136.2545655,1,42.68012942,-3.136433681,-9.535226341,42.68012942,22.91009043,0.118192004,-22.90978556,0.851347007,0.010365974,-19.66062148,6.626882254,0,0,-3.136433598,-12.20404563,29.17686716,31.77905906,0.163949192,-31.77863615,-3.136433598,-12.94541178,37.93048367,56.30786456,0.290494092,-56.30711522,-3.136433598,-12.98635503,45.86660608,63.07739579,0.325418323,-63.07655637,-19.57709553,10.12194887,136.2545655,1.492251093,1
22.83722976,106.3336606,0,47.69139936,-3.136433681,-9.561079574,47.69139936,22.83722976,0.117816119,-22.83692586,2.882584706,0.010365974,-19.65271673,5.864342322,0,0,-3.136433598,-12.30503026,31.44906766,75.43683845,0.389181086,-75.43583454,-3.136433598,-12.84914941,36.57337928,20.78680868,0.107239817,-20.78653205,-3.136433598,-12.90599521,47.59192568,23.34663772,0.120446058,-23.34632703,-13.30954561,10.49362152,106.3336606,0.922504732,1
31.82380558,131.546536,1,43.7902272,-3.136433681,-9.540953356,43.7902272,31.82380558,0.164177412,-31.82338208,2.933635348,0.010365974,-19.64523505,5.142614281,0,0,-3.136433598,-12.44503557,31.24256167,74.53305975,0.384518463,-74.53206787,-3.136433598,-12.71087741,37.1154938,32.53024611,0.167824591,-32.5298132,-3.136433598,-12.76396817,47.40619282,26.21325004,0.135235004,-26.2129012,-16.53053216,10.92962704,131.546536,1.991649863,1
34.64613689,180.9262324,1,36.81953553,-3.136433681,-9.504991429,36.81953553,34.64613689,0.178737677,-34.64567584,0.101488028,0.010365974,-19.66004284,6.571062855,0,0,-3.136433598,-12.18507528,29.16946609,39.68706003,0.204746825,-39.68653188,-3.136433598,-12.94954007,35.06106401,56.68181161,0.292423297,-56.68105729,-3.136433598,-12.98828431,42.57094518,31.50307148,0.162525363,-31.50265224,-13.7524591,8.29486389,180.9262324,3.206857617,1
47.19499231,197.1197701,1,38.22839195,-3.136433681,-9.512259745,38.22839195,47.19499231,0.243476591,-47.19436426,1.317431622,0.010365974,-19.67300309,7.821286932,0,0,-3.136433598,-12.0938549,29.23114158,36.43788131,0.187984207,-36.43739639,-3.136433598,-13.04970889,36.73412172,29.4565631,0.151967361,-29.4561711,-3.136433598,-13.09799974,46.09444397,33.662396,0.173665388,-33.66194802,-11.75451883,10.06497036,197.1197701,2.241324634,1
32.00687702,138.6841441,1,50.66445099,-3.136433681,-9.576417602,50.66445099,32.00687702,0.165121868,-32.00645109,1.743623902,-0.188366633,-19.52085757,11.04123956,0,0,-3.136433598,-12.15787842,29.71121198,30.62930263,0.158017562,-30.62889502,-3.136433598,-12.98204588,35.54844162,41.33334405,0.213240057,-41.33279399,-3.136433598,-13.01287614,41.52433899,54.18271192,0.279530361,-54.18199086,-13.46236573,11.520257,138.6841441,1.972715286,1
44.45204553,125.8490582,1,36.58625129,-3.136433681,-9.503787912,36.58625129,44.45204553,0.229325866,-44.45145399,0.023761987,-0.055884577,-19.66660499,9.141586208,0,0,-3.136433598,-12.07063646,32.64763617,41.67997566,0.215028341,-41.67942099,-3.136433598,-13.11264173,41.01566192,42.77917617,0.220699152,-42.77860687,-3.136433598,-13.16080387,50.35103685,40.62307426,0.209575752,-40.62253365,-9.668255588,5.906963955,125.8490582,1.960866953,1
33.87252056,118.2172393,1,50.07974719,-3.136433681,-9.573401105,50.07974719,33.87252056,0.174746629,-33.87206981,1.170001715,-0.055884577,-19.63361587,9.731279637,0,0,-3.136433598,-12.76119923,30.61798226,51.99980468,0.268268672,-51.99911267,-3.136433598,-12.39627231,38.04134823,44.28670545,0.228476544,-44.28611608,-3.136433598,-12.4384772,46.22201454,28.19352641,0.145451314,-28.19315121,-16.10264065,7.400977644,118.2172393,1.097352259,1
35.20821336,181.7568325,1,31.89215879,-3.136433681,-9.479571002,31.89215879,35.20821336,0.181637401,-35.20774482,1.075013569,0.010365974,-19.64596584,5.213110578,0,0,-3.136433598,-12.54209492,32.08483499,59.42070661,0.306553345,-59.41991584,-3.136433598,-12.62540276,38.51846866,39.81080908,0.20538525,-39.81027928,-3.136433598,-12.66969171,47.10309455,26.7115676,0.13780584,-26.71121212,-13.1606122,9.689042041,181.7568325,4.992552358,1
44.09693547,174.8289748,1,40.23082841,-3.136433681,-9.522590352,40.23082841,44.09693547,0.227493871,-44.09634865,0.625737454,0.010365974,-19.67099193,7.627278195,0,0,-3.136433598,-12.47811756,32.09082965,71.46857319,0.368708678,-71.4676221,-3.136433598,-12.6958572,39.76810457,44.05643725,0.227288583,-44.05585095,-3.136433598,-12.74856891,49.98533245,54.7999196,0.282714555,-54.79919033,-10.40928753,5.99837726,174.8289748,1.712357814,1
29.20658017,122.2941169,1,49.95946721,-3.136433681,-9.572780578,49.95946721,29.20658017,0.150675278,-29.2061915,0.869375304,0.010365974,-19.65148398,5.745423965,0,0,-3.136433598,-12.64608677,32.23084759,24.05858142,0.124118999,-24.05826126,-3.136433598,-12.53539936,41.08360145,21.03309321,0.108510407,-21.0328133,-3.136433598,-12.57149259,48.0796316,24.10621323,0.124364733,-24.10589243,-14.13078471,7.83699535,122.2941169,1.116295634,1
49.38526726,165.5328413,0,47.51987436,-3.136433681,-9.560194674,47.51987436,49.38526726,0.254776109,-49.38461007,1.935698786,0.010365974,-19.65318752,5.909757855,0,0,-3.136433598,-12.7262721,29.52395132,40.22156693,0.207504363,-40.22103167,-3.136433598,-12.4310568,39.10780516,36.59056994,0.188771932,-36.590083,-3.136433598,-12.47859984,48.323179,55.3145266,0.28536943,-55.31379048,-9.339570524,11.46590494,165.5328413,0.967556049,1
48.66708851,142.4783452,1,40.8802719,-3.136433681,-9.525940843,40.8802719,48.66708851,0.251071061,-48.66644088,2.84971023,0.010365974,-19.6473389,5.345564698,0,0,-3.136433598,-12.20878698,29.14231729,41.07344299,0.211899219,-41.07289639,-3.136433598,-12.93744578,37.33997869,65.10068443,0.335856534,-65.09981808,-3.136433598,-12.99533626,48.56102085,38.06917067,0.196400081,-38.06866405,-14.4904644,5.047491966,142.4783452,2.763227764,1
