Frame-No,RightHandIndex3-Joint-Posi-x,RightHandIndex3-Joint-Posi-y,RightHandIndex3-Joint-Posi-z,RightHandIndex3-Joint-Velo-x,RightHandIndex3-Joint-Velo-y,RightHandIndex3-Joint-Velo-z
0,-0.233156,-0.3866400000000001,0.41528,0,0,0
1,-0.23316800000000001,-0.3867200000000002,0.415159,0,0,0
2,-0.233247,-0.38682000000000016,0.41499,0,0,0
3,-0.23338,-0.3869500000000001,0.414826,0,0,0
4,-0.233571,-0.38709000000000016,0.414668,0,0,0
5,-0.23370100000000002,-0.38721000000000005,0.41455,0,0,0
6,-0.23376,-0.3873,0.414459,0,0,0
7,-0.233774,-0.38743000000000016,0.414346,0,0,0
8,-0.233764,-0.38754,0.414305,0,0,0
9,-0.233774,-0.38761,0.414249,0,0,0
10,-0.23382100000000003,-0.38758000000000004,0.414235,0,0,0
11,-0.233903,-0.3875200000000001,0.414224,0,0,0
12,-0.234021,-0.3874200000000001,0.414179,0,0,0
13,-0.23407599999999998,-0.38737,0.414133,0,0,0
14,-0.234173,-0.38741000000000003,0.414061,0,0,0
15,-0.234181,-0.38746000000000014,0.414035,0,0,0
16,-0.23418999999999998,-0.3874900000000001,0.414042,0,0,0
17,-0.234227,-0.38758000000000004,0.414,0,0,0
18,-0.23425300000000002,-0.3875900000000001,0.414006,0,0,0
19,-0.23418599999999998,-0.38754,0.414025,0,0,0
20,-0.234133,-0.38746000000000014,0.414003,0,0,0
21,-0.234086,-0.38744,0.413908,0,0,0
22,-0.23407799999999998,-0.38744,0.413812,0,0,0
23,-0.23405299999999998,-0.38746000000000014,0.413742,0,0,0
24,-0.23396999999999998,-0.38746000000000014,0.413712,0,0,0
25,-0.233899,-0.38748000000000005,0.413655,0,0,0
26,-0.23387500000000003,-0.38747,0.413637,0,0,0
27,-0.23388899999999999,-0.3874200000000001,0.41361,0,0,0
28,-0.23396199999999998,-0.3873500000000001,0.413546,0,0,0
29,-0.234017,-0.38726000000000016,0.413531,0,0,0
30,-0.234088,-0.38711000000000007,0.413543,0,0,0
31,-0.23410299999999998,-0.3869800000000001,0.413543,0,0,0
32,-0.234,-0.3868800000000001,0.413516,0,0,0
33,-0.23384000000000002,-0.38687000000000005,0.413462,0,0,0
34,-0.23375500000000002,-0.38694000000000006,0.413394,0,0,0
35,-0.23380900000000002,-0.38703,0.413348,0,0,0
36,-0.234021,-0.3870100000000001,0.41342,0,0,0
37,-0.234291,-0.3867800000000001,0.413634,0,0,0
38,-0.23456800000000003,-0.38639,0.413991,0,0,0
39,-0.23499499999999998,-0.38594000000000017,0.414383,0,0,0
40,-0.23570700000000003,-0.3853200000000001,0.41496,0,0,0
41,-0.23669300000000001,-0.38446,0.415701,0,0,0
42,-0.237969,-0.38337,0.416505,0,0,0
43,-0.23903700000000003,-0.3819100000000002,0.417371,0,0,0
44,-0.23990999999999998,-0.38042,0.417987,0,0,0
45,-0.240559,-0.3790600000000002,0.418331,0,0,0
46,-0.23462600000000003,-0.3666100000000001,0.417131,0,0,0
47,-0.23504,-0.3649600000000002,0.417373,0,0,0
48,-0.232166,-0.35361,0.416074,0,0,0
49,-0.23089600000000002,-0.34630000000000005,0.415762,0,0,0
50,-0.228841,-0.33715000000000006,0.415238,0,0,0
51,-0.22631300000000001,-0.32686000000000015,0.41469,0,0,0
52,-0.22376100000000002,-0.31659000000000015,0.414057,0,0,0
53,-0.22123,-0.30517000000000016,0.414071,0,0,0
54,-0.218132,-0.2922600000000002,0.413813,0,0,0
55,-0.214485,-0.27885000000000004,0.413445,0,0,0
56,-0.210694,-0.26641000000000004,0.412777,0,0,0
57,-0.206362,-0.25228000000000006,0.412558,0,0,0
58,-0.202089,-0.23821000000000003,0.412664,0,0,0
59,-0.197297,-0.22287000000000012,0.412215,0,0,0
60,-0.192491,-0.20693000000000006,0.411663,0,0,0
61,-0.188105,-0.19239000000000006,0.410759,0,0,0
62,-0.183549,-0.17619000000000007,0.410634,0,0,0
63,-0.178767,-0.15921000000000007,0.409829,0,0,0
64,-0.175535,-0.14350000000000018,0.409056,0,0,0
65,-0.173858,-0.13047000000000009,0.408051,0,0,0
66,-0.172289,-0.11603000000000008,0.407996,0,0,0
67,-0.170607,-0.10082999999999998,0.407396,0,0,0
68,-0.169412,-0.08672999999999997,0.406974,0,0,0
69,-0.167696,-0.07094,0.405968,0,0,0
70,-0.165555,-0.055420000000000025,0.403707,0,0,0
71,-0.164232,-0.03981000000000012,0.403267,0,0,0
72,-0.16264900000000002,-0.023830000000000018,0.402149,0,0,0
73,-0.161134,-0.007940000000000058,0.401263,0,0,0
74,-0.15973,0.0059499999999999,0.400017,0,0,0
75,-0.158841,0.021519999999999984,0.400332,0,0,0
76,-0.158026,0.03742999999999985,0.400119,0,0,0
77,-0.157273,0.05331999999999981,0.400004,0,0,0
78,-0.156544,0.06708999999999987,0.399355,0,0,0
79,-0.1557,0.08277000000000001,0.399352,0,0,0
80,-0.154831,0.09814999999999996,0.39966,0,0,0
81,-0.15385000000000001,0.11338999999999988,0.399407,0,0,0
82,-0.153181,0.12771999999999983,0.399917,0,0,0
83,-0.151689,0.1411499999999999,0.398632,0,0,0
